Time,theta1_acc,theta2_acc,d3_acc,theta4_acc
9.16,0.0452414,-0.0311001,0,0.0264756
9.18,0.0448084,-0.0309138,0,0.0264895
9.2,0.0443755,-0.0307276,0,0.0265033
9.22,0.0439426,-0.0305414,0,0.0265172
9.24,0.0435096,-0.0303552,0,0.0265311
9.26,0.0430767,-0.0301689,0,0.0265449
9.28,0.0426438,-0.0299827,0,0.0265588
9.3,0.0422108,-0.0297965,0,0.0265727
9.32,0.0417779,-0.0296103,0,0.0265866
9.34,0.041345,-0.029424,0,0.0266004
9.36,0.040912,-0.0292378,0,0.0266143
9.38,0.0404791,-0.0290516,0,0.0266282
9.4,0.0400462,-0.0288653,0,0.0266421
9.42,0.0396133,-0.0286791,0,0.0266559
9.44,0.0391803,-0.0284929,0,0.0266698
9.46,0.0387474,-0.0283067,0,0.0266837
9.48,0.0383145,-0.0281204,0,0.0266975
9.5,0.0378815,-0.0279342,0,0.0267114
9.52,0.0374486,-0.027748,0,0.0267253
9.54,0.0370157,-0.0275617,0,0.0267392
9.56,0.0365827,-0.0273755,0,0.026753
9.58,0.0361498,-0.0271893,0,0.0267669
9.6,0.0357169,-0.0270031,0,0.0267808
9.62,0.0352839,-0.0268168,0,0.0267947
9.64,0.034851,-0.0266306,0,0.0268085
9.66,0.0344181,-0.0264444,0,0.0268224
9.68,0.0339851,-0.0262581,0,0.0268363
9.7,0.0335522,-0.0260719,0,0.0268501
9.72,0.0331193,-0.0258857,0,0.026864
9.74,0.0326863,-0.0256995,0,0.0268779
9.76,0.0322534,-0.0255132,0,0.0268918
9.78,0.0318205,-0.025327,0,0.0269056
9.8,0.0313875,-0.0251408,0,0.0269195
9.82,0.0309546,-0.0249546,0,0.0269334
9.84,0.0305217,-0.0247683,0,0.0269473
9.86,0.0300888,-0.0245821,0,0.0269611
9.88,0.0296558,-0.0243959,0,0.026975
9.9,0.0292229,-0.0242096,0,0.0269889
9.92,0.02879,-0.0240234,0,0.0270027
9.94,0.028357,-0.0238372,0,0.0270166
9.96,0.0279241,-0.023651,0,0.0270305
9.98,0.0274912,-0.0234647,0,0.0270444
10,0.0270582,-0.0232785,0,0.0270582
10.02,0.0266253,-0.0230923,0,0.0270721
10.04,0.0261924,-0.022906,0,0.027086
10.06,0.0257594,-0.0227198,0,0.0270998
10.08,0.0253265,-0.0225336,0,0.0271137
10.1,0.0248936,-0.0223474,0,0.0271276
10.12,0.0244606,-0.0221611,0,0.0271415
10.14,0.0240277,-0.0219749,0,0.0271553
10.16,0.0235948,-0.0217887,0,0.0271692
10.18,0.0231618,-0.0216024,0,0.0271831
10.2,0.0227289,-0.0214162,0,0.027197
10.22,0.022296,-0.02123,0,0.0272108
10.24,0.0218631,-0.0210438,0,0.0272247
10.26,0.0214301,-0.0208575,0,0.0272386
10.28,0.0209972,-0.0206713,0,0.0272524
10.3,0.0205643,-0.0204851,0,0.0272663
10.32,0.0201313,-0.0202989,0,0.0272802
10.34,0.0196984,-0.0201126,0,0.0272941
10.36,0.0192655,-0.0199264,0,0.0273079
10.38,0.0188325,-0.0197402,0,0.0273218
10.4,0.0183996,-0.0195539,0,0.0273357
10.42,0.0179667,-0.0193677,0,0.0273496
10.44,0.0175337,-0.0191815,0,0.0273634
10.46,0.0171008,-0.0189953,0,0.0273773
10.48,0.0166679,-0.018809,0,0.0273912
10.5,0.0162349,-0.0186228,0,0.027405
10.52,0.015802,-0.0184366,0,0.0274189
10.54,0.0153691,-0.0182503,0,0.0274328
10.56,0.0149361,-0.0180641,0,0.0274467
10.58,0.0145032,-0.0178779,0,0.0274605
10.6,0.0140703,-0.0176917,0,0.0274744
10.62,0.0136373,-0.0175054,0,0.0274883
10.64,0.0132044,-0.0173192,0,0.0275022
10.66,0.0127715,-0.017133,0,0.027516
10.68,0.0123386,-0.0169467,0,0.0275299
10.7,0.0119056,-0.0167605,0,0.0275438
10.72,0.0114727,-0.0165743,0,0.0275576
10.74,0.0110398,-0.0163881,0,0.0275715
10.76,0.0106068,-0.0162018,0,0.0275854
10.78,0.0101739,-0.0160156,0,0.0275993
10.8,0.00974096,-0.0158294,0,0.0276131
10.82,0.00930803,-0.0156432,0,0.027627
10.84,0.0088751,-0.0154569,0,0.0276409
10.86,0.00844217,-0.0152707,0,0.0276548
10.88,0.00800924,-0.0150845,0,0.0276686
10.9,0.0075763,-0.0148982,0,0.0276825
10.92,0.00714337,-0.014712,0,0.0276964
10.94,0.00671044,-0.0145258,0,0.0277102
10.96,0.00627751,-0.0143396,0,0.0277241
10.98,0.00584458,-0.0141533,0,0.027738
11,0.00541165,-0.0139671,0,0.0277519
11.02,0.00497871,-0.0137809,0,0.0277657
11.04,0.00454578,-0.0135946,0,0.0277796
11.06,0.00411285,-0.0134084,0,0.0277935
11.08,0.00367992,-0.0132222,0,0.0278074
11.1,0.00324699,-0.013036,0,0.0278212
11.12,0.00281406,-0.0128497,0,0.0278351
11.14,0.00238112,-0.0126635,0,0.027849
11.16,0.00194819,-0.0124773,0,0.0278628
11.18,0.00151526,-0.012291,0,0.0278767
11.2,0.00108233,-0.0121048,0,0.0278906
11.22,0.000649398,-0.0119186,0,0.0279045
11.24,0.000216466,-0.0117324,0,0.0279183
11.26,-0.000216466,-0.0115461,0,0.0279322
11.28,-0.000649398,-0.0113599,0,0.0279461
11.3,-0.00108233,-0.0111737,0,0.0279599
11.32,-0.00151526,-0.0109875,0,0.0279738
11.34,-0.00194819,-0.0108012,0,0.0279877
11.36,-0.00238112,-0.010615,0,0.0280016
11.38,-0.00281406,-0.0104288,0,0.0280154
11.4,-0.00324699,-0.0102425,0,0.0280293
11.42,-0.00367992,-0.0100563,0,0.0280432
11.44,-0.00411285,-0.00987008,0,0.0280571
11.46,-0.00454578,-0.00968386,0,0.0280709
11.48,-0.00497871,-0.00949763,0,0.0280848
11.5,-0.00541165,-0.0093114,0,0.0280987
11.52,-0.00584458,-0.00912517,0,0.0281125
11.54,-0.00627751,-0.00893894,0,0.0281264
11.56,-0.00671044,-0.00875272,0,0.0281403
11.58,-0.00714337,-0.00856649,0,0.0281542
11.6,-0.0075763,-0.00838026,0,0.028168
11.62,-0.00800924,-0.00819403,0,0.0281819
11.64,-0.00844217,-0.0080078,0,0.0281958
11.66,-0.0088751,-0.00782158,0,0.0282097
11.68,-0.00930803,-0.00763535,0,0.0282235
11.7,-0.00974096,-0.00744912,0,0.0282374
11.72,-0.0101739,-0.00726289,0,0.0282513
11.74,-0.0106068,-0.00707666,0,0.0282651
11.76,-0.0110398,-0.00689044,0,0.028279
11.78,-0.0114727,-0.00670421,0,0.0282929
11.8,-0.0119056,-0.00651798,0,0.0283068
11.82,-0.0123386,-0.00633175,0,0.0283206
11.84,-0.0127715,-0.00614552,0,0.0283345
11.86,-0.0132044,-0.0059593,0,0.0283484
11.88,-0.0136373,-0.00577307,0,0.0283623
11.9,-0.0140703,-0.00558684,0,0.0283761
11.92,-0.0145032,-0.00540061,0,0.02839
11.94,-0.0149361,-0.00521438,0,0.0284039
11.96,-0.0153691,-0.00502816,0,0.0284177
11.98,-0.015802,-0.00484193,0,0.0284316
12,-0.0162349,-0.0046557,0,0.0284455
12.02,-0.0166679,-0.00446947,0,0.0284594
12.04,-0.0171008,-0.00428324,0,0.0284732
12.06,-0.0175337,-0.00409702,0,0.0284871
12.08,-0.0179667,-0.00391079,0,0.028501
12.1,-0.0183996,-0.00372456,0,0.0285149
12.12,-0.0188325,-0.00353833,0,0.0285287
12.14,-0.0192655,-0.0033521,0,0.0285426
12.16,-0.0196984,-0.00316588,0,0.0285565
12.18,-0.0201313,-0.00297965,0,0.0285703
12.2,-0.0205643,-0.00279342,0,0.0285842
12.22,-0.0209972,-0.00260719,0,0.0285981
12.24,-0.0214301,-0.00242096,0,0.028612
12.26,-0.0218631,-0.00223474,0,0.0286258
12.28,-0.022296,-0.00204851,0,0.0286397
12.3,-0.0227289,-0.00186228,0,0.0286536
12.32,-0.0231618,-0.00167605,0,0.0286674
12.34,-0.0235948,-0.00148982,0,0.0286813
12.36,-0.0240277,-0.0013036,0,0.0286952
12.38,-0.0244606,-0.00111737,0,0.0287091
12.4,-0.0248936,-0.00093114,0,0.0287229
12.42,-0.0253265,-0.000744912,0,0.0287368
12.44,-0.0257594,-0.000558684,0,0.0287507
12.46,-0.0261924,-0.000372456,0,0.0287646
12.48,-0.0266253,-0.000186228,0,0.0287784
12.5,-0.0270582,0,0,0.0287923
12.52,-0.0274912,0.000186228,0,0.0288062
12.54,-0.0279241,0.000372456,0,0.02882
12.56,-0.028357,0.000558684,0,0.0288339
12.58,-0.02879,0.000744912,0,0.0288478
12.6,-0.0292229,0.00093114,0,0.0288617
12.62,-0.0296558,0.00111737,0,0.0288755
12.64,-0.0300888,0.0013036,0,0.0288894
12.66,-0.0305217,0.00148982,0,0.0289033
12.68,-0.0309546,0.00167605,0,0.0289172
12.7,-0.0313875,0.00186228,0,0.028931
12.72,-0.0318205,0.00204851,0,0.0289449
12.74,-0.0322534,0.00223474,0,0.0289588
12.76,-0.0326863,0.00242096,0,0.0289726
12.78,-0.0331193,0.00260719,0,0.0289865
12.8,-0.0335522,0.00279342,0,0.0290004
12.82,-0.0339851,0.00297965,0,0.0290143
12.84,-0.0344181,0.00316588,0,0.0290281
12.86,-0.034851,0.0033521,0,0.029042
12.88,-0.0352839,0.00353833,0,0.0290559
12.9,-0.0357169,0.00372456,0,0.0290698
12.92,-0.0361498,0.00391079,0,0.0290836
12.94,-0.0365827,0.00409702,0,0.0290975
12.96,-0.0370157,0.00428324,0,0.0291114
12.98,-0.0374486,0.00446947,0,0.0291252
13,-0.0378815,0.0046557,0,0.0291391
13.02,-0.0383145,0.00484193,0,0.029153
13.04,-0.0387474,0.00502816,0,0.0291669
13.06,-0.0391803,0.00521438,0,0.0291807
13.08,-0.0396133,0.00540061,0,0.0291946
13.1,-0.0400462,0.00558684,0,0.0292085
13.12,-0.0404791,0.00577307,0,0.0292224
13.14,-0.040912,0.0059593,0,0.0292362
13.16,-0.041345,0.00614552,0,0.0292501
13.18,-0.0417779,0.00633175,0,0.029264
13.2,-0.0422108,0.00651798,0,0.0292778
13.22,-0.0426438,0.00670421,0,0.0292917
13.24,-0.0430767,0.00689044,0,0.0293056
13.26,-0.0435096,0.00707666,0,0.0293195
13.28,-0.0439426,0.00726289,0,0.0293333
13.3,-0.0443755,0.00744912,0,0.0293472
13.32,-0.0448084,0.00763535,0,0.0293611
13.34,-0.0452414,0.00782158,0,0.029375
13.36,-0.0456743,0.0080078,0,0.0293888
13.38,-0.0461072,0.00819403,0,0.0294027
13.4,-0.0465402,0.00838026,0,0.0294166
13.42,-0.0469731,0.00856649,0,0.0294304
13.44,-0.047406,0.00875272,0,0.0294443
13.46,-0.047839,0.00893894,0,0.0294582
13.48,-0.0482719,0.00912517,0,0.0294721
13.5,-0.0487048,0.0093114,0,0.0294859
13.52,-0.0491377,0.00949763,0,0.0294998
13.54,-0.0495707,0.00968386,0,0.0295137
13.56,-0.0500036,0.00987008,0,0.0295275
13.58,-0.0504365,0.0100563,0,0.0295414
13.6,-0.0508695,0.0102425,0,0.0295553
13.62,-0.0513024,0.0104288,0,0.0295692
13.64,-0.0517353,0.010615,0,0.029583
13.66,-0.0521683,0.0108012,0,0.0295969
13.68,-0.0526012,0.0109875,0,0.0296108
13.7,-0.0530341,0.0111737,0,0.0296247
13.72,-0.0534671,0.0113599,0,0.0296385
13.74,-0.0539,0.0115461,0,0.0296524
13.76,-0.0543329,0.0117324,0,0.0296663
13.78,-0.0547659,0.0119186,0,0.0296801
13.8,-0.0551988,0.0121048,0,0.029694
13.82,-0.0556317,0.012291,0,0.0297079
13.84,-0.0560647,0.0124773,0,0.0297218
13.86,-0.0564976,0.0126635,0,0.0297356
13.88,-0.0569305,0.0128497,0,0.0297495
13.9,-0.0573635,0.013036,0,0.0297634
13.92,-0.0577964,0.0132222,0,0.0297773
13.94,-0.0582293,0.0134084,0,0.0297911
13.96,-0.0586622,0.0135946,0,0.029805
13.98,-0.0590952,0.0137809,0,0.0298189
14,-0.0595281,0.0139671,0,0.0298327
14.02,-0.059961,0.0141533,0,0.0298466
14.04,-0.060394,0.0143396,0,0.0298605
14.06,-0.0608269,0.0145258,0,0.0298744
14.08,-0.0612598,0.014712,0,0.0298882
14.1,-0.0616928,0.0148982,0,0.0299021
14.12,-0.0621257,0.0150845,0,0.029916
14.14,-0.0625586,0.0152707,0,0.0299299
14.16,-0.0629916,0.0154569,0,0.0299437
14.18,-0.0634245,0.0156432,0,0.0299576
14.2,-0.0638574,0.0158294,0,0.0299715
14.22,-0.0642904,0.0160156,0,0.0299853
14.24,-0.0647233,0.0162018,0,0.0299992
14.26,-0.0651562,0.0163881,0,0.0300131
14.28,-0.0655892,0.0165743,0,0.030027
14.3,-0.0660221,0.0167605,0,0.0300408
14.32,-0.066455,0.0169467,0,0.0300547
14.34,-0.0668879,0.017133,0,0.0300686
14.36,-0.0673209,0.0173192,0,0.0300825
14.38,-0.0677538,0.0175054,0,0.0300963
14.4,-0.0681867,0.0176917,0,0.0301102
14.42,-0.0686197,0.0178779,0,0.0301241
14.44,-0.0690526,0.0180641,0,0.0301379
14.46,-0.0694855,0.0182503,0,0.0301518
14.48,-0.0699185,0.0184366,0,0.0301657
14.5,-0.0703514,0.0186228,0,0.0301796
14.52,-0.0707843,0.018809,0,0.0301934
14.54,-0.0712173,0.0189953,0,0.0302073
14.56,-0.0716502,0.0191815,0,0.0302212
14.58,-0.0720831,0.0193677,0,0.0302351
14.6,-0.0725161,0.0195539,0,0.0302489
14.62,-0.072949,0.0197402,0,0.0302628
14.64,-0.0733819,0.0199264,0,0.0302767
14.66,-0.0738149,0.0201126,0,0.0302905
14.68,-0.0742478,0.0202989,0,0.0303044
14.7,-0.0746807,0.0204851,0,0.0303183
14.72,-0.0751136,0.0206713,0,0.0303322
14.74,-0.0755466,0.0208575,0,0.030346
14.76,-0.0759795,0.0210438,0,0.0303599
14.78,-0.0764124,0.02123,0,0.0303738
14.8,-0.0768454,0.0214162,0,0.0303876
14.82,-0.0772783,0.0216024,0,0.0304015
14.84,-0.0777112,0.0217887,0,0.0304154
14.86,-0.0781442,0.0219749,0,0.0304293
14.88,-0.0785771,0.0221611,0,0.0304431
14.9,-0.07901,0.0223474,0,0.030457
14.92,-0.079443,0.0225336,0,0.0304709
14.94,-0.0798759,0.0227198,0,0.0304848
14.96,-0.0803088,0.022906,0,0.0304986
14.98,-0.0807418,0.0230923,0,0.0305125
15,-0.0811747,0.0232785,0,0.0305264
15,-0.416278,0,0,0.0863769
15.02,-0.414058,0,0,0.0859162
15.04,-0.411838,0,0,0.0854556
15.06,-0.409617,0,0,0.0849949
15.08,-0.407397,0,0,0.0845342
15.1,-0.405177,0,0,0.0840735
15.12,-0.402957,0,0,0.0836128
15.14,-0.400737,0,0,0.0831522
15.16,-0.398517,0,0,0.0826915
15.18,-0.396297,0,0,0.0822308
15.2,-0.394076,0,0,0.0817701
15.22,-0.391856,0,0,0.0813095
15.24,-0.389636,0,0,0.0808488
15.26,-0.387416,0,0,0.0803881
15.28,-0.385196,0,0,0.0799274
15.3,-0.382976,0,0,0.0794668
15.32,-0.380756,0,0,0.0790061
15.34,-0.378535,0,0,0.0785454
15.36,-0.376315,0,0,0.0780847
15.38,-0.374095,0,0,0.077624
15.4,-0.371875,0,0,0.0771634
15.42,-0.369655,0,0,0.0767027
15.44,-0.367435,0,0,0.076242
15.46,-0.365214,0,0,0.0757813
15.48,-0.362994,0,0,0.0753207
15.5,-0.360774,0,0,0.07486
15.52,-0.358554,0,0,0.0743993
15.54,-0.356334,0,0,0.0739386
15.56,-0.354114,0,0,0.073478
15.58,-0.351894,0,0,0.0730173
15.6,-0.349673,0,0,0.0725566
15.62,-0.347453,0,0,0.0720959
15.64,-0.345233,0,0,0.0716352
15.66,-0.343013,0,0,0.0711746
15.68,-0.340793,0,0,0.0707139
15.7,-0.338573,0,0,0.0702532
15.72,-0.336353,0,0,0.0697925
15.74,-0.334132,0,0,0.0693319
15.76,-0.331912,0,0,0.0688712
15.78,-0.329692,0,0,0.0684105
15.8,-0.327472,0,0,0.0679498
15.82,-0.325252,0,0,0.0674892
15.84,-0.323032,0,0,0.0670285
15.86,-0.320812,0,0,0.0665678
15.88,-0.318591,0,0,0.0661071
15.9,-0.316371,0,0,0.0656465
15.92,-0.314151,0,0,0.0651858
15.94,-0.311931,0,0,0.0647251
15.96,-0.309711,0,0,0.0642644
15.98,-0.307491,0,0,0.0638037
16,-0.30527,0,0,0.0633431
16.02,-0.30305,0,0,0.0628824
16.04,-0.30083,0,0,0.0624217
16.06,-0.29861,0,0,0.061961
16.08,-0.29639,0,0,0.0615004
16.1,-0.29417,0,0,0.0610397
16.12,-0.29195,0,0,0.060579
16.14,-0.289729,0,0,0.0601183
16.16,-0.287509,0,0,0.0596577
16.18,-0.285289,0,0,0.059197
16.2,-0.283069,0,0,0.0587363
16.22,-0.280849,0,0,0.0582756
16.24,-0.278629,0,0,0.0578149
16.26,-0.276409,0,0,0.0573543
16.28,-0.274188,0,0,0.0568936
16.3,-0.271968,0,0,0.0564329
16.32,-0.269748,0,0,0.0559722
16.34,-0.267528,0,0,0.0555116
16.36,-0.265308,0,0,0.0550509
16.38,-0.263088,0,0,0.0545902
16.4,-0.260867,0,0,0.0541295
16.42,-0.258647,0,0,0.0536689
16.44,-0.256427,0,0,0.0532082
16.46,-0.254207,0,0,0.0527475
16.48,-0.251987,0,0,0.0522868
16.5,-0.249767,0,0,0.0518261
16.52,-0.247547,0,0,0.0513655
16.54,-0.245326,0,0,0.0509048
16.56,-0.243106,0,0,0.0504441
16.58,-0.240886,0,0,0.0499834
16.6,-0.238666,0,0,0.0495228
16.62,-0.236446,0,0,0.0490621
16.64,-0.234226,0,0,0.0486014
16.66,-0.232006,0,0,0.0481407
16.68,-0.229785,0,0,0.0476801
16.7,-0.227565,0,0,0.0472194
16.72,-0.225345,0,0,0.0467587
16.74,-0.223125,0,0,0.046298
16.76,-0.220905,0,0,0.0458373
16.78,-0.218685,0,0,0.0453767
16.8,-0.216465,0,0,0.044916
16.82,-0.214244,0,0,0.0444553
16.84,-0.212024,0,0,0.0439946
16.86,-0.209804,0,0,0.043534
16.88,-0.207584,0,0,0.0430733
16.9,-0.205364,0,0,0.0426126
16.92,-0.203144,0,0,0.0421519
16.94,-0.200923,0,0,0.0416913
16.96,-0.198703,0,0,0.0412306
16.98,-0.196483,0,0,0.0407699
17,-0.194263,0,0,0.0403092
17.02,-0.192043,0,0,0.0398485
17.04,-0.189823,0,0,0.0393879
17.06,-0.187603,0,0,0.0389272
17.08,-0.185382,0,0,0.0384665
17.1,-0.183162,0,0,0.0380058
17.12,-0.180942,0,0,0.0375452
17.14,-0.178722,0,0,0.0370845
17.16,-0.176502,0,0,0.0366238
17.18,-0.174282,0,0,0.0361631
17.2,-0.172062,0,0,0.0357025
17.22,-0.169841,0,0,0.0352418
17.24,-0.167621,0,0,0.0347811
17.26,-0.165401,0,0,0.0343204
17.28,-0.163181,0,0,0.0338597
17.3,-0.160961,0,0,0.0333991
17.32,-0.158741,0,0,0.0329384
17.34,-0.15652,0,0,0.0324777
17.36,-0.1543,0,0,0.032017
17.38,-0.15208,0,0,0.0315564
17.4,-0.14986,0,0,0.0310957
17.42,-0.14764,0,0,0.030635
17.44,-0.14542,0,0,0.0301743
17.46,-0.1432,0,0,0.0297137
17.48,-0.140979,0,0,0.029253
17.5,-0.138759,0,0,0.0287923
17.52,-0.136539,0,0,0.0283316
17.54,-0.134319,0,0,0.0278709
17.56,-0.132099,0,0,0.0274103
17.58,-0.129879,0,0,0.0269496
17.6,-0.127659,0,0,0.0264889
17.62,-0.125438,0,0,0.0260282
17.64,-0.123218,0,0,0.0255676
17.66,-0.120998,0,0,0.0251069
17.68,-0.118778,0,0,0.0246462
17.7,-0.116558,0,0,0.0241855
17.72,-0.114338,0,0,0.0237249
17.74,-0.112118,0,0,0.0232642
17.76,-0.109897,0,0,0.0228035
17.78,-0.107677,0,0,0.0223428
17.8,-0.105457,0,0,0.0218822
17.82,-0.103237,0,0,0.0214215
17.84,-0.101017,0,0,0.0209608
17.86,-0.0987966,0,0,0.0205001
17.88,-0.0965765,0,0,0.0200394
17.9,-0.0943563,0,0,0.0195788
17.92,-0.0921362,0,0,0.0191181
17.94,-0.089916,0,0,0.0186574
17.96,-0.0876959,0,0,0.0181967
17.98,-0.0854757,0,0,0.0177361
18,-0.0832556,0,0,0.0172754
18.02,-0.0810354,0,0,0.0168147
18.04,-0.0788153,0,0,0.016354
18.06,-0.0765951,0,0,0.0158934
18.08,-0.074375,0,0,0.0154327
18.1,-0.0721548,0,0,0.014972
18.12,-0.0699347,0,0,0.0145113
18.14,-0.0677145,0,0,0.0140506
18.16,-0.0654944,0,0,0.01359
18.18,-0.0632742,0,0,0.0131293
18.2,-0.0610541,0,0,0.0126686
18.22,-0.0588339,0,0,0.0122079
18.24,-0.0566138,0,0,0.0117473
18.26,-0.0543936,0,0,0.0112866
18.28,-0.0521735,0,0,0.0108259
18.3,-0.0499533,0,0,0.0103652
18.32,-0.0477332,0,0,0.00990455
18.34,-0.0455131,0,0,0.00944388
18.36,-0.0432929,0,0,0.0089832
18.38,-0.0410728,0,0,0.00852252
18.4,-0.0388526,0,0,0.00806184
18.42,-0.0366325,0,0,0.00760117
18.44,-0.0344123,0,0,0.00714049
18.46,-0.0321922,0,0,0.00667981
18.48,-0.029972,0,0,0.00621914
18.5,-0.0277519,0,0,0.00575846
18.52,-0.0255317,0,0,0.00529778
18.54,-0.0233116,0,0,0.00483711
18.56,-0.0210914,0,0,0.00437643
18.58,-0.0188713,0,0,0.00391575
18.6,-0.0166511,0,0,0.00345508
18.62,-0.014431,0,0,0.0029944
18.64,-0.0122108,0,0,0.00253372
18.66,-0.00999067,0,0,0.00207305
18.68,-0.00777052,0,0,0.00161237
18.7,-0.00555037,0,0,0.00115169
18.72,-0.00333022,0,0,0.000691015
18.74,-0.00111007,0,0,0.000230338
18.76,0.00111007,0,0,-0.000230338
18.78,0.00333022,0,0,-0.000691015
18.8,0.00555037,0,0,-0.00115169
18.82,0.00777052,0,0,-0.00161237
