Time,theta1_pos,theta2_pos,d3_pos,theta4_pos
10.06,0.861196,1.40637,-175,-2.81719
10.08,0.863938,1.40634,-175,-2.81584
10.1,0.866691,1.40629,-175,-2.81448
10.12,0.869454,1.40624,-175,-2.81312
10.14,0.872226,1.40619,-175,-2.81174
10.16,0.875008,1.40612,-175,-2.81034
10.18,0.8778,1.40604,-175,-2.80894
10.2,0.880601,1.40596,-175,-2.80753
10.22,0.883411,1.40586,-175,-2.80611
10.24,0.886229,1.40576,-175,-2.80467
10.26,0.889057,1.40565,-175,-2.80323
10.28,0.891893,1.40553,-175,-2.80177
10.3,0.894738,1.4054,-175,-2.8003
10.32,0.89759,1.40527,-175,-2.79883
10.34,0.900451,1.40512,-175,-2.79734
10.36,0.90332,1.40497,-175,-2.79584
10.38,0.906196,1.40481,-175,-2.79433
10.4,0.90908,1.40465,-175,-2.7928
10.42,0.911972,1.40447,-175,-2.79127
10.44,0.91487,1.40429,-175,-2.78973
10.46,0.917776,1.4041,-175,-2.78817
10.48,0.920688,1.4039,-175,-2.78661
10.5,0.923607,1.40369,-175,-2.78503
10.52,0.926533,1.40348,-175,-2.78345
10.54,0.929464,1.40326,-175,-2.78185
10.56,0.932402,1.40303,-175,-2.78024
10.58,0.935346,1.4028,-175,-2.77862
10.6,0.938296,1.40255,-175,-2.77699
10.62,0.941251,1.40231,-175,-2.77534
10.64,0.944212,1.40205,-175,-2.77369
10.66,0.947178,1.40179,-175,-2.77203
10.68,0.95015,1.40152,-175,-2.77035
10.7,0.953126,1.40124,-175,-2.76866
10.72,0.956107,1.40095,-175,-2.76697
10.74,0.959092,1.40066,-175,-2.76526
10.76,0.962082,1.40037,-175,-2.76354
10.78,0.965076,1.40006,-175,-2.76181
10.8,0.968074,1.39975,-175,-2.76007
10.82,0.971077,1.39944,-175,-2.75832
10.84,0.974082,1.39912,-175,-2.75655
10.86,0.977092,1.39879,-175,-2.75478
10.88,0.980105,1.39845,-175,-2.75299
10.9,0.983121,1.39811,-175,-2.7512
10.92,0.98614,1.39777,-175,-2.74939
10.94,0.989162,1.39741,-175,-2.74757
10.96,0.992186,1.39706,-175,-2.74574
10.98,0.995213,1.39669,-175,-2.7439
11,0.998243,1.39632,-175,-2.74205
11.02,1.00127,1.39595,-175,-2.74018
11.04,1.00431,1.39557,-175,-2.73831
11.06,1.00734,1.39518,-175,-2.73642
11.08,1.01038,1.39479,-175,-2.73453
11.1,1.01342,1.39439,-175,-2.73262
11.12,1.01646,1.39399,-175,-2.7307
11.14,1.0195,1.39358,-175,-2.72877
11.16,1.02254,1.39317,-175,-2.72683
11.18,1.02558,1.39275,-175,-2.72488
11.2,1.02863,1.39233,-175,-2.72291
11.22,1.03167,1.3919,-175,-2.72094
11.24,1.03471,1.39147,-175,-2.71895
11.26,1.03776,1.39104,-175,-2.71696
11.28,1.0408,1.39059,-175,-2.71495
11.3,1.04385,1.39015,-175,-2.71293
11.32,1.04689,1.3897,-175,-2.7109
11.34,1.04993,1.38924,-175,-2.70886
11.36,1.05297,1.38879,-175,-2.7068
11.38,1.05602,1.38832,-175,-2.70474
11.4,1.05906,1.38785,-175,-2.70266
11.42,1.06209,1.38738,-175,-2.70058
11.44,1.06513,1.38691,-175,-2.69848
11.46,1.06817,1.38643,-175,-2.69637
11.48,1.0712,1.38595,-175,-2.69425
11.5,1.07423,1.38546,-175,-2.69212
11.52,1.07726,1.38497,-175,-2.68998
11.54,1.08029,1.38447,-175,-2.68782
11.56,1.08331,1.38398,-175,-2.68566
11.58,1.08633,1.38347,-175,-2.68348
11.6,1.08935,1.38297,-175,-2.6813
11.62,1.09237,1.38246,-175,-2.6791
11.64,1.09538,1.38195,-175,-2.67689
11.66,1.09839,1.38144,-175,-2.67467
11.68,1.1014,1.38092,-175,-2.67243
11.7,1.1044,1.3804,-175,-2.67019
11.72,1.1074,1.37987,-175,-2.66793
11.74,1.11039,1.37935,-175,-2.66567
11.76,1.11338,1.37882,-175,-2.66339
11.78,1.11637,1.37828,-175,-2.6611
11.8,1.11935,1.37775,-175,-2.6588
11.82,1.12232,1.37721,-175,-2.65649
11.84,1.1253,1.37667,-175,-2.65416
11.86,1.12826,1.37613,-175,-2.65183
11.88,1.13122,1.37558,-175,-2.64948
11.9,1.13418,1.37504,-175,-2.64713
11.92,1.13713,1.37449,-175,-2.64476
11.94,1.14007,1.37393,-175,-2.64238
11.96,1.14301,1.37338,-175,-2.63999
11.98,1.14594,1.37283,-175,-2.63758
12,1.14887,1.37227,-175,-2.63517
12.02,1.15179,1.37171,-175,-2.63275
12.04,1.1547,1.37115,-175,-2.63031
12.06,1.1576,1.37058,-175,-2.62786
12.08,1.1605,1.37002,-175,-2.6254
12.1,1.16339,1.36945,-175,-2.62293
12.12,1.16628,1.36888,-175,-2.62045
12.14,1.16915,1.36832,-175,-2.61795
12.16,1.17202,1.36774,-175,-2.61545
12.18,1.17488,1.36717,-175,-2.61293
12.2,1.17774,1.3666,-175,-2.6104
12.22,1.18058,1.36603,-175,-2.60787
12.24,1.18342,1.36545,-175,-2.60531
12.26,1.18624,1.36487,-175,-2.60275
12.28,1.18906,1.3643,-175,-2.60018
12.3,1.19187,1.36372,-175,-2.59759
12.32,1.19467,1.36314,-175,-2.595
12.34,1.19747,1.36256,-175,-2.59239
12.36,1.20025,1.36198,-175,-2.58977
12.38,1.20302,1.3614,-175,-2.58714
12.4,1.20578,1.36082,-175,-2.5845
12.42,1.20854,1.36024,-175,-2.58184
12.44,1.21128,1.35966,-175,-2.57918
12.46,1.21401,1.35908,-175,-2.5765
12.48,1.21673,1.35849,-175,-2.57381
12.5,1.21944,1.35791,-175,-2.57111
12.52,1.22214,1.35733,-175,-2.5684
12.54,1.22483,1.35675,-175,-2.56568
12.56,1.22751,1.35617,-175,-2.56294
12.58,1.23018,1.35559,-175,-2.56019
12.6,1.23283,1.355,-175,-2.55744
12.62,1.23548,1.35442,-175,-2.55467
12.64,1.23811,1.35384,-175,-2.55189
12.66,1.24073,1.35326,-175,-2.54909
12.68,1.24334,1.35268,-175,-2.54629
12.7,1.24593,1.35211,-175,-2.54347
12.72,1.24851,1.35153,-175,-2.54065
12.74,1.25108,1.35095,-175,-2.53781
12.76,1.25364,1.35037,-175,-2.53496
12.78,1.25619,1.3498,-175,-2.5321
12.8,1.25872,1.34922,-175,-2.52922
12.82,1.26123,1.34865,-175,-2.52634
12.84,1.26374,1.34808,-175,-2.52344
12.86,1.26623,1.34751,-175,-2.52053
12.88,1.2687,1.34694,-175,-2.51761
12.9,1.27116,1.34637,-175,-2.51468
12.92,1.27361,1.34581,-175,-2.51174
12.94,1.27605,1.34524,-175,-2.50878
12.96,1.27846,1.34468,-175,-2.50582
12.98,1.28087,1.34412,-175,-2.50284
13,1.28326,1.34356,-175,-2.49985
13.02,1.28563,1.343,-175,-2.49685
13.04,1.28799,1.34244,-175,-2.49384
13.06,1.29033,1.34189,-175,-2.49081
13.08,1.29266,1.34134,-175,-2.48778
13.1,1.29497,1.34079,-175,-2.48473
13.12,1.29726,1.34024,-175,-2.48167
13.14,1.29954,1.3397,-175,-2.4786
13.16,1.30181,1.33915,-175,-2.47551
13.18,1.30405,1.33861,-175,-2.47242
13.2,1.30628,1.33808,-175,-2.46931
13.22,1.30849,1.33754,-175,-2.46619
13.24,1.31069,1.33701,-175,-2.46306
13.26,1.31287,1.33648,-175,-2.45992
13.28,1.31503,1.33595,-175,-2.45677
13.3,1.31717,1.33543,-175,-2.4536
13.32,1.3193,1.33491,-175,-2.45043
13.34,1.3214,1.33439,-175,-2.44724
13.36,1.32349,1.33388,-175,-2.44404
13.38,1.32556,1.33336,-175,-2.44083
13.4,1.32762,1.33286,-175,-2.4376
13.42,1.32965,1.33235,-175,-2.43437
13.44,1.33167,1.33185,-175,-2.43112
13.46,1.33366,1.33135,-175,-2.42786
13.48,1.33564,1.33086,-175,-2.42459
13.5,1.3376,1.33037,-175,-2.42131
13.52,1.33954,1.32988,-175,-2.41801
13.54,1.34146,1.3294,-175,-2.41471
13.56,1.34335,1.32892,-175,-2.41139
13.58,1.34523,1.32844,-175,-2.40806
13.6,1.34709,1.32797,-175,-2.40472
13.62,1.34893,1.3275,-175,-2.40136
13.64,1.35075,1.32704,-175,-2.398
13.66,1.35255,1.32658,-175,-2.39462
13.68,1.35432,1.32613,-175,-2.39123
13.7,1.35608,1.32568,-175,-2.38783
13.72,1.35781,1.32523,-175,-2.38442
13.74,1.35952,1.32479,-175,-2.38099
13.76,1.36121,1.32435,-175,-2.37756
13.78,1.36288,1.32392,-175,-2.37411
13.8,1.36453,1.32349,-175,-2.37065
13.82,1.36616,1.32307,-175,-2.36718
13.84,1.36776,1.32266,-175,-2.36369
13.86,1.36934,1.32224,-175,-2.3602
13.88,1.3709,1.32184,-175,-2.35669
13.9,1.37243,1.32143,-175,-2.35317
13.92,1.37395,1.32104,-175,-2.34964
13.94,1.37544,1.32065,-175,-2.34609
13.96,1.3769,1.32026,-175,-2.34254
13.98,1.37834,1.31988,-175,-2.33897
14,1.37976,1.3195,-175,-2.33539
14.02,1.38116,1.31913,-175,-2.3318
14.04,1.38253,1.31877,-175,-2.3282
14.06,1.38388,1.31841,-175,-2.32458
14.08,1.3852,1.31806,-175,-2.32096
14.1,1.3865,1.31771,-175,-2.31732
14.12,1.38777,1.31737,-175,-2.31367
14.14,1.38902,1.31704,-175,-2.31
14.16,1.39024,1.31671,-175,-2.30633
14.18,1.39144,1.31639,-175,-2.30264
14.2,1.39261,1.31607,-175,-2.29894
14.22,1.39376,1.31576,-175,-2.29523
14.24,1.39488,1.31546,-175,-2.29151
14.26,1.39598,1.31516,-175,-2.28777
14.28,1.39705,1.31487,-175,-2.28403
14.3,1.39809,1.31459,-175,-2.28027
14.32,1.39911,1.31431,-175,-2.2765
14.34,1.4001,1.31404,-175,-2.27271
14.36,1.40106,1.31378,-175,-2.26892
14.38,1.402,1.31352,-175,-2.26511
14.4,1.40291,1.31327,-175,-2.26129
14.42,1.40379,1.31303,-175,-2.25746
14.44,1.40465,1.31279,-175,-2.25362
14.46,1.40548,1.31257,-175,-2.24976
14.48,1.40628,1.31234,-175,-2.2459
14.5,1.40705,1.31213,-175,-2.24202
14.52,1.40779,1.31193,-175,-2.23813
14.54,1.40851,1.31173,-175,-2.23422
14.56,1.40919,1.31154,-175,-2.23031
14.58,1.40985,1.31135,-175,-2.22638
14.6,1.41048,1.31118,-175,-2.22244
14.62,1.41108,1.31101,-175,-2.21849
14.64,1.41165,1.31085,-175,-2.21453
14.66,1.41219,1.3107,-175,-2.21055
14.68,1.41271,1.31056,-175,-2.20656
14.7,1.41319,1.31042,-175,-2.20256
14.72,1.41364,1.31029,-175,-2.19855
14.74,1.41406,1.31018,-175,-2.19452
14.76,1.41446,1.31006,-175,-2.19049
14.78,1.41482,1.30996,-175,-2.18644
14.8,1.41515,1.30987,-175,-2.18238
14.82,1.41545,1.30978,-175,-2.17831
14.84,1.41572,1.30971,-175,-2.17422
14.86,1.41596,1.30964,-175,-2.17012
14.88,1.41617,1.30958,-175,-2.16601
14.9,1.41634,1.30953,-175,-2.16189
14.92,1.41649,1.30949,-175,-2.15776
14.94,1.4166,1.30946,-175,-2.15361
14.96,1.41668,1.30943,-175,-2.14945
14.98,1.41673,1.30942,-175,-2.14528
15,1.41674,1.30942,-175,-2.1411
15,1.41674,1.30942,-175,-2.1411
15.02,1.41666,1.30942,-175,-2.13689
15.04,1.41641,1.30942,-175,-2.13265
15.06,1.416,1.30942,-175,-2.12838
15.08,1.41542,1.30942,-175,-2.12407
15.1,1.41468,1.30942,-175,-2.11973
15.12,1.41378,1.30942,-175,-2.11535
15.14,1.41271,1.30942,-175,-2.11094
15.16,1.41149,1.30942,-175,-2.1065
15.18,1.41011,1.30942,-175,-2.10202
15.2,1.40857,1.30942,-175,-2.09752
15.22,1.40687,1.30942,-175,-2.09297
15.24,1.40501,1.30942,-175,-2.0884
15.26,1.403,1.30942,-175,-2.08379
15.28,1.40083,1.30942,-175,-2.07916
15.3,1.39851,1.30942,-175,-2.07448
15.32,1.39604,1.30942,-175,-2.06978
15.34,1.39341,1.30942,-175,-2.06505
15.36,1.39063,1.30942,-175,-2.06028
15.38,1.3877,1.30942,-175,-2.05549
15.4,1.38463,1.30942,-175,-2.05066
15.42,1.3814,1.30942,-175,-2.0458
15.44,1.37802,1.30942,-175,-2.04091
15.46,1.3745,1.30942,-175,-2.03599
15.48,1.37083,1.30942,-175,-2.03104
15.5,1.36702,1.30942,-175,-2.02606
15.52,1.36306,1.30942,-175,-2.02105
15.54,1.35896,1.30942,-175,-2.01601
15.56,1.35472,1.30942,-175,-2.01094
15.58,1.35034,1.30942,-175,-2.00585
15.6,1.34581,1.30942,-175,-2.00072
15.62,1.34114,1.30942,-175,-1.99556
15.64,1.33634,1.30942,-175,-1.99037
15.66,1.3314,1.30942,-175,-1.98516
15.68,1.32632,1.30942,-175,-1.97992
15.7,1.3211,1.30942,-175,-1.97465
15.72,1.31575,1.30942,-175,-1.96935
15.74,1.31026,1.30942,-175,-1.96402
15.76,1.30464,1.30942,-175,-1.95867
15.78,1.29889,1.30942,-175,-1.95328
15.8,1.29301,1.30942,-175,-1.94787
15.82,1.28699,1.30942,-175,-1.94244
15.84,1.28085,1.30942,-175,-1.93697
15.86,1.27457,1.30942,-175,-1.93148
15.88,1.26817,1.30942,-175,-1.92596
15.9,1.26164,1.30942,-175,-1.92042
15.92,1.25498,1.30942,-175,-1.91485
15.94,1.2482,1.30942,-175,-1.90925
15.96,1.24129,1.30942,-175,-1.90363
15.98,1.23426,1.30942,-175,-1.89798
16,1.22711,1.30942,-175,-1.89231
16.02,1.21983,1.30942,-175,-1.88661
16.04,1.21243,1.30942,-175,-1.88089
16.06,1.20491,1.30942,-175,-1.87514
16.08,1.19728,1.30942,-175,-1.86937
16.1,1.18952,1.30942,-175,-1.86357
16.12,1.18165,1.30942,-175,-1.85775
16.14,1.17366,1.30942,-175,-1.8519
16.16,1.16555,1.30942,-175,-1.84603
16.18,1.15733,1.30942,-175,-1.84013
16.2,1.14899,1.30942,-175,-1.83421
16.22,1.14054,1.30942,-175,-1.82827
16.24,1.13198,1.30942,-175,-1.82231
16.26,1.12331,1.30942,-175,-1.81632
16.28,1.11453,1.30942,-175,-1.81031
16.3,1.10564,1.30942,-175,-1.80427
16.32,1.09663,1.30942,-175,-1.79822
16.34,1.08752,1.30942,-175,-1.79214
16.36,1.07831,1.30942,-175,-1.78604
16.38,1.06899,1.30942,-175,-1.77991
16.4,1.05956,1.30942,-175,-1.77377
16.42,1.05003,1.30942,-175,-1.7676
16.44,1.04039,1.30942,-175,-1.76141
16.46,1.03065,1.30942,-175,-1.7552
16.48,1.02081,1.30942,-175,-1.74897
16.5,1.01087,1.30942,-175,-1.74272
16.52,1.00083,1.30942,-175,-1.73645
16.54,0.990692,1.30942,-175,-1.73016
16.56,0.980455,1.30942,-175,-1.72385
16.58,0.97012,1.30942,-175,-1.71751
16.6,0.959689,1.30942,-175,-1.71116
16.62,0.949162,1.30942,-175,-1.70479
16.64,0.938541,1.30942,-175,-1.69839
16.66,0.927826,1.30942,-175,-1.69198
16.68,0.917018,1.30942,-175,-1.68555
16.7,0.906118,1.30942,-175,-1.6791
16.72,0.895128,1.30942,-175,-1.67263
16.74,0.884047,1.30942,-175,-1.66614
16.76,0.872877,1.30942,-175,-1.65963
16.78,0.861618,1.30942,-175,-1.65311
16.8,0.850272,1.30942,-175,-1.64657
16.82,0.83884,1.30942,-175,-1.64001
16.84,0.827322,1.30942,-175,-1.63343
16.86,0.815719,1.30942,-175,-1.62683
16.88,0.804032,1.30942,-175,-1.62022
16.9,0.792262,1.30942,-175,-1.61359
16.92,0.78041,1.30942,-175,-1.60694
16.94,0.768476,1.30942,-175,-1.60027
16.96,0.756462,1.30942,-175,-1.59359
16.98,0.744369,1.30942,-175,-1.58689
17,0.732197,1.30942,-175,-1.58018
17.02,0.719948,1.30942,-175,-1.57345
17.04,0.707621,1.30942,-175,-1.5667
17.06,0.695219,1.30942,-175,-1.55994
17.08,0.682742,1.30942,-175,-1.55316
17.1,0.67019,1.30942,-175,-1.54637
17.12,0.657566,1.30942,-175,-1.53956
17.14,0.644869,1.30942,-175,-1.53274
17.16,0.6321,1.30942,-175,-1.5259
17.18,0.619261,1.30942,-175,-1.51905
17.2,0.606352,1.30942,-175,-1.51218
17.22,0.593374,1.30942,-175,-1.5053
17.24,0.580329,1.30942,-175,-1.4984
17.26,0.567216,1.30942,-175,-1.49149
17.28,0.554037,1.30942,-175,-1.48457
17.3,0.540793,1.30942,-175,-1.47763
17.32,0.527484,1.30942,-175,-1.47068
17.34,0.514112,1.30942,-175,-1.46372
17.36,0.500678,1.30942,-175,-1.45674
17.38,0.487181,1.30942,-175,-1.44975
17.4,0.473624,1.30942,-175,-1.44275
17.42,0.460007,1.30942,-175,-1.43574
17.44,0.446331,1.30942,-175,-1.42871
17.46,0.432596,1.30942,-175,-1.42167
17.48,0.418805,1.30942,-175,-1.41462
17.5,0.404957,1.30942,-175,-1.40756
17.52,0.391053,1.30942,-175,-1.40048
17.54,0.377095,1.30942,-175,-1.3934
17.56,0.363083,1.30942,-175,-1.3863
17.58,0.349018,1.30942,-175,-1.37919
17.6,0.334902,1.30942,-175,-1.37208
17.62,0.320734,1.30942,-175,-1.36495
17.64,0.306516,1.30942,-175,-1.35781
17.66,0.292249,1.30942,-175,-1.35066
17.68,0.277933,1.30942,-175,-1.3435
17.7,0.26357,1.30942,-175,-1.33633
17.72,0.24916,1.30942,-175,-1.32915
17.74,0.234705,1.30942,-175,-1.32196
17.76,0.220205,1.30942,-175,-1.31477
17.78,0.20566,1.30942,-175,-1.30756
17.8,0.191073,1.30942,-175,-1.30034
17.82,0.176444,1.30942,-175,-1.29312
17.84,0.161773,1.30942,-175,-1.28589
17.86,0.147062,1.30942,-175,-1.27865
17.88,0.132311,1.30942,-175,-1.2714
17.9,0.117521,1.30942,-175,-1.26414
17.92,0.102694,1.30942,-175,-1.25687
17.94,0.0878303,1.30942,-175,-1.2496
17.96,0.0729304,1.30942,-175,-1.24232
17.98,0.0579954,1.30942,-175,-1.23503
18,0.0430262,1.30942,-175,-1.22774
18.02,0.0280236,1.30942,-175,-1.22044
18.04,0.0129887,1.30942,-175,-1.21313
18.06,-0.00207772,1.30942,-175,-1.20581
18.08,-0.0171748,1.30942,-175,-1.19849
18.1,-0.0323016,1.30942,-175,-1.19116
18.12,-0.0474573,1.30942,-175,-1.18383
18.14,-0.062641,1.30942,-175,-1.17649
18.16,-0.0778518,1.30942,-175,-1.16915
18.18,-0.0930887,1.30942,-175,-1.16179
18.2,-0.108351,1.30942,-175,-1.15444
18.22,-0.123638,1.30942,-175,-1.14708
18.24,-0.138948,1.30942,-175,-1.13971
18.26,-0.154281,1.30942,-175,-1.13234
18.28,-0.169635,1.30942,-175,-1.12497
18.3,-0.185011,1.30942,-175,-1.11759
18.32,-0.200406,1.30942,-175,-1.11021
18.34,-0.215821,1.30942,-175,-1.10282
18.36,-0.231254,1.30942,-175,-1.09543
18.38,-0.246704,1.30942,-175,-1.08803
18.4,-0.26217,1.30942,-175,-1.08063
18.42,-0.277652,1.30942,-175,-1.07323
18.44,-0.293149,1.30942,-175,-1.06583
18.46,-0.30866,1.30942,-175,-1.05842
18.48,-0.324183,1.30942,-175,-1.05101
18.5,-0.339718,1.30942,-175,-1.0436
18.52,-0.355265,1.30942,-175,-1.03618
18.54,-0.370821,1.30942,-175,-1.02877
18.56,-0.386387,1.30942,-175,-1.02135
18.58,-0.401962,1.30942,-175,-1.01393
18.6,-0.417544,1.30942,-175,-1.00651
18.62,-0.433132,1.30942,-175,-0.999083
18.64,-0.448727,1.30942,-175,-0.991658
18.66,-0.464326,1.30942,-175,-0.984233
18.68,-0.479929,1.30942,-175,-0.976806
18.7,-0.495536,1.30942,-175,-0.969379
18.72,-0.511144,1.30942,-175,-0.961952
18.74,-0.526754,1.30942,-175,-0.954524
18.76,-0.542365,1.30942,-175,-0.947096
18.78,-0.557975,1.30942,-175,-0.939668
18.8,-0.573583,1.30942,-175,-0.932241
18.82,-0.58919,1.30942,-175,-0.924813
18.84,-0.604793,1.30942,-175,-0.917387
18.86,-0.620392,1.30942,-175,-0.909961
18.88,-0.635987,1.30942,-175,-0.902537
18.9,-0.651575,1.30942,-175,-0.895113
18.92,-0.667157,1.30942,-175,-0.887691
18.94,-0.682732,1.30942,-175,-0.880271
18.96,-0.698298,1.30942,-175,-0.872852
18.98,-0.713854,1.30942,-175,-0.865435
19,-0.729401,1.30942,-175,-0.858021
19.02,-0.744936,1.30942,-175,-0.850608
19.04,-0.760459,1.30942,-175,-0.843199
19.06,-0.77597,1.30942,-175,-0.835791
19.08,-0.791467,1.30942,-175,-0.828387
19.1,-0.806949,1.30942,-175,-0.820986
19.12,-0.822415,1.30942,-175,-0.813588
19.14,-0.837865,1.30942,-175,-0.806193
19.16,-0.853298,1.30942,-175,-0.798802
19.18,-0.868713,1.30942,-175,-0.791415
19.2,-0.884108,1.30942,-175,-0.784031
19.22,-0.899483,1.30942,-175,-0.776652
19.24,-0.914838,1.30942,-175,-0.769277
19.26,-0.930171,1.30942,-175,-0.761907
19.28,-0.945481,1.30942,-175,-0.754541
19.3,-0.960768,1.30942,-175,-0.747181
19.32,-0.97603,1.30942,-175,-0.739825
19.34,-0.991267,1.30942,-175,-0.732475
19.36,-1.00648,1.30942,-175,-0.72513
19.38,-1.02166,1.30942,-175,-0.71779
19.4,-1.03682,1.30942,-175,-0.710457
19.42,-1.05194,1.30942,-175,-0.703129
19.44,-1.06704,1.30942,-175,-0.695808
19.46,-1.08211,1.30942,-175,-0.688493
19.48,-1.09714,1.30942,-175,-0.681184
19.5,-1.11215,1.30942,-175,-0.673882
19.52,-1.12711,1.30942,-175,-0.666587
19.54,-1.14205,1.30942,-175,-0.6593
19.56,-1.15695,1.30942,-175,-0.652019
19.58,-1.17181,1.30942,-175,-0.644746
19.6,-1.18664,1.30942,-175,-0.637481
19.62,-1.20143,1.30942,-175,-0.630223
19.64,-1.21618,1.30942,-175,-0.622974
19.66,-1.23089,1.30942,-175,-0.615732
19.68,-1.24556,1.30942,-175,-0.608499
19.7,-1.26019,1.30942,-175,-0.601275
19.72,-1.27478,1.30942,-175,-0.594059
19.74,-1.28932,1.30942,-175,-0.586853
19.76,-1.30382,1.30942,-175,-0.579655
19.78,-1.31828,1.30942,-175,-0.572467
19.8,-1.33269,1.30942,-175,-0.565288
19.82,-1.34705,1.30942,-175,-0.558119
19.84,-1.36137,1.30942,-175,-0.55096
19.86,-1.37563,1.30942,-175,-0.54381
19.88,-1.38985,1.30942,-175,-0.536671
19.9,-1.40402,1.30942,-175,-0.529543
19.92,-1.41814,1.30942,-175,-0.522425
19.94,-1.4322,1.30942,-175,-0.515318
19.96,-1.44621,1.30942,-175,-0.508221
19.98,-1.46017,1.30942,-175,-0.501136
20,-1.47408,1.30942,-175,-0.494063
20.02,-1.48792,1.30942,-175,-0.487
20.04,-1.50172,1.30942,-175,-0.47995
20.06,-1.51545,1.30942,-175,-0.472911
20.08,-1.52913,1.30942,-175,-0.465885
