X,Y,Z,Phi
-95.4254,251.782,100,-1.50077
-94.8021,252.017,100,-1.50795
-94.1399,252.265,100,-1.51531
-93.4388,252.526,100,-1.52285
-92.6988,252.798,100,-1.53058
-91.9203,253.082,100,-1.53848
-91.1031,253.378,100,-1.54657
-90.2476,253.684,100,-1.55483
-89.3536,254,100,-1.56328
-88.4214,254.326,100,-1.57189
-87.451,254.661,100,-1.58069
-86.4426,255.005,100,-1.58965
-85.3961,255.358,100,-1.59879
-84.3118,255.718,100,-1.60811
-83.1898,256.085,100,-1.61759
-82.03,256.459,100,-1.62724
-80.8326,256.839,100,-1.63707
-79.5977,257.224,100,-1.64706
-78.3253,257.614,100,-1.65721
-77.0157,258.009,100,-1.66753
-75.6689,258.407,100,-1.67802
-74.2849,258.808,100,-1.68867
-72.864,259.212,100,-1.69949
-71.4061,259.617,100,-1.71046
-69.9115,260.024,100,-1.7216
-68.3802,260.431,100,-1.73289
-66.8124,260.837,100,-1.74434
-65.2082,261.243,100,-1.75595
-63.5677,261.647,100,-1.76772
-61.8911,262.049,100,-1.77964
-60.1785,262.447,100,-1.79171
-58.4301,262.842,100,-1.80394
-56.646,263.232,100,-1.81632
-54.8264,263.617,100,-1.82885
-52.9715,263.996,100,-1.84153
-51.0815,264.368,100,-1.85435
-49.1565,264.733,100,-1.86733
-47.1968,265.09,100,-1.88045
-45.2025,265.437,100,-1.89372
-43.174,265.774,100,-1.90713
-41.1114,266.101,100,-1.92068
-39.015,266.417,100,-1.93438
-36.885,266.72,100,-1.94821
-34.7217,267.01,100,-1.96219
-32.5254,267.287,100,-1.97631
-30.2963,267.548,100,-1.99056
-28.0348,267.795,100,-2.00495
-25.7413,268.025,100,-2.01948
-23.4159,268.238,100,-2.03414
-21.0591,268.433,100,-2.04893
-18.6712,268.61,100,-2.06386
-16.2526,268.767,100,-2.07892
-13.8037,268.904,100,-2.09411
-11.3248,269.02,100,-2.10942
-8.8164,269.114,100,-2.12487
-6.27892,269.185,100,-2.14044
-3.71279,269.233,100,-2.15614
-1.11846,269.256,100,-2.17196
1.50359,269.254,100,-2.18791
4.15287,269.226,100,-2.20398
6.82889,269.172,100,-2.22017
9.53111,269.09,100,-2.23649
12.259,268.979,100,-2.25292
15.012,268.839,100,-2.26947
17.7896,268.67,100,-2.28614
20.5911,268.47,100,-2.30292
23.416,268.238,100,-2.31982
26.2637,267.974,100,-2.33684
29.1335,267.677,100,-2.35396
32.0247,267.347,100,-2.3712
34.9367,266.982,100,-2.38855
37.8689,266.582,100,-2.40601
40.8204,266.146,100,-2.42358
43.7907,265.673,100,-2.44126
46.7789,265.164,100,-2.45904
49.7844,264.616,100,-2.47693
52.8063,264.029,100,-2.49492
55.8439,263.404,100,-2.51302
58.8963,262.738,100,-2.53122
61.9628,262.032,100,-2.54952
65.0426,261.284,100,-2.56792
68.1347,260.495,100,-2.58642
71.2384,259.663,100,-2.60502
74.3527,258.789,100,-2.62372
77.4768,257.871,100,-2.64251
80.6097,256.909,100,-2.66139
83.7506,255.902,100,-2.68037
86.8985,254.85,100,-2.69945
90.0524,253.753,100,-2.71861
93.2115,252.61,100,-2.73787
96.3747,251.42,100,-2.75721
99.541,250.183,100,-2.77664
102.71,248.899,100,-2.79616
105.879,247.567,100,-2.81577
109.049,246.188,100,-2.83546
112.218,244.759,100,-2.85524
115.385,243.283,100,-2.8751
118.548,241.757,100,-2.89504
121.708,240.181,100,-2.91506
124.863,238.557,100,-2.93516
128.011,236.882,100,-2.95535
131.153,235.157,100,-2.9756
134.285,233.383,100,-2.99594
137.408,231.558,100,-3.01635
140.521,229.682,100,-3.03684
143.622,227.756,100,-3.0574
146.71,225.779,100,-3.07803
149.784,223.752,100,-3.09873
152.843,221.673,100,-3.1195
155.885,219.544,100,-3.14035
158.91,217.365,100,3.12193
161.917,215.134,100,3.10095
164.904,212.854,100,3.07991
167.87,210.522,100,3.0588
170.815,208.14,100,3.03763
173.736,205.708,100,3.01639
176.633,203.226,100,2.9951
179.504,200.694,100,2.97374
182.349,198.113,100,2.95232
185.166,195.482,100,2.93085
187.955,192.803,100,2.90932
190.714,190.075,100,2.88773
193.441,187.298,100,2.86609
196.137,184.473,100,2.84439
198.799,181.601,100,2.82264
201.427,178.682,100,2.80083
204.019,175.716,100,2.77898
206.575,172.704,100,2.75708
209.093,169.647,100,2.73512
211.573,166.544,100,2.71312
214.013,163.397,100,2.69108
216.412,160.206,100,2.66898
218.769,156.972,100,2.64685
221.083,153.695,100,2.62467
223.354,150.376,100,2.60244
225.58,147.016,100,2.58018
227.76,143.615,100,2.55787
229.894,140.175,100,2.53553
231.979,136.695,100,2.51315
234.017,133.177,100,2.49073
236.004,129.622,100,2.46828
237.942,126.031,100,2.44579
239.828,122.404,100,2.42326
241.662,118.742,100,2.40071
243.443,115.046,100,2.37812
245.17,111.317,100,2.3555
246.843,107.556,100,2.33286
248.461,103.765,100,2.31018
250.023,99.9431,100,2.28748
251.528,96.0924,100,2.26475
252.975,92.2139,100,2.24199
254.365,88.3084,100,2.21921
255.696,84.3772,100,2.19641
256.968,80.4212,100,2.17359
258.18,76.4416,100,2.15074
259.331,72.4394,100,2.12788
260.421,68.4159,100,2.105
261.45,64.3722,100,2.08209
262.417,60.3094,100,2.05918
263.322,56.2287,100,2.03624
264.163,52.1313,100,2.0133
264.942,48.0184,100,1.99034
265.657,43.8911,100,1.96736
266.308,39.7507,100,1.94438
266.895,35.5985,100,1.92138
267.417,31.4356,100,1.89838
267.874,27.2633,100,1.87537
268.267,23.0828,100,1.85235
268.594,18.8954,100,1.82932
268.857,14.7023,100,1.80629
269.053,10.5048,100,1.78326
269.184,6.30415,100,1.76022
269.25,2.1016,100,1.73719
269.25,-2.10159,100,1.71415
269.184,-6.30414,100,1.69111
269.053,-10.5048,100,1.66807
268.857,-14.7023,100,1.64504
268.594,-18.8954,100,1.62201
268.267,-23.0828,100,1.59898
267.874,-27.2633,100,1.57597
267.417,-31.4356,100,1.55295
266.895,-35.5985,100,1.52995
266.308,-39.7507,100,1.50696
265.657,-43.8911,100,1.48397
264.942,-48.0183,100,1.461
264.163,-52.1313,100,1.43804
263.322,-56.2287,100,1.41509
262.417,-60.3094,100,1.39215
261.45,-64.3722,100,1.36924
260.421,-68.4159,100,1.34634
259.331,-72.4394,100,1.32345
258.18,-76.4415,100,1.30059
256.968,-80.4212,100,1.27774
255.696,-84.3771,100,1.25492
254.365,-88.3084,100,1.23212
252.975,-92.2139,100,1.20934
251.528,-96.0924,100,1.18658
250.023,-99.9431,100,1.16385
248.461,-103.765,100,1.14115
246.843,-107.556,100,1.11848
245.17,-111.317,100,1.09583
243.443,-115.046,100,1.07321
241.662,-118.742,100,1.05062
239.828,-122.404,100,1.02807
237.942,-126.031,100,1.00554
236.004,-129.622,100,0.983055
234.017,-133.177,100,0.960601
231.979,-136.695,100,0.938182
229.894,-140.175,100,0.915801
227.76,-143.615,100,0.893457
225.58,-147.016,100,0.871153
223.354,-150.376,100,0.848889
221.083,-153.695,100,0.826666
218.769,-156.972,100,0.804486
216.412,-160.206,100,0.782349
214.013,-163.397,100,0.760256
211.573,-166.544,100,0.738209
209.093,-169.647,100,0.716209
206.575,-172.704,100,0.694256
204.019,-175.716,100,0.672352
201.427,-178.682,100,0.650499
198.799,-181.601,100,0.628696
196.137,-184.473,100,0.606945
193.441,-187.298,100,0.585247
190.714,-190.075,100,0.563603
187.955,-192.803,100,0.542014
185.166,-195.482,100,0.520482
182.349,-198.113,100,0.499007
179.504,-200.694,100,0.477591
176.633,-203.226,100,0.456234
173.736,-205.708,100,0.434938
170.815,-208.14,100,0.413703
167.87,-210.522,100,0.392531
164.904,-212.854,100,0.371423
161.917,-215.134,100,0.35038
158.91,-217.365,100,0.329403
155.885,-219.544,100,0.308492
152.843,-221.673,100,0.28765
149.784,-223.752,100,0.266877
146.71,-225.779,100,0.246174
143.622,-227.756,100,0.225543
140.521,-229.682,100,0.204984
137.408,-231.558,100,0.184498
134.285,-233.383,100,0.164087
131.153,-235.157,100,0.143752
128.011,-236.882,100,0.123493
124.863,-238.557,100,0.103312
121.708,-240.181,100,0.0832096
118.549,-241.757,100,0.0631872
115.385,-243.283,100,0.0432458
112.218,-244.759,100,0.0233864
109.049,-246.188,100,0.00361016
105.879,-247.567,100,-0.0160819
102.71,-248.899,100,-0.0356888
99.541,-250.183,100,-0.0552093
96.3747,-251.42,100,-0.0746424
93.2115,-252.61,100,-0.0939871
90.0524,-253.753,100,-0.113242
86.8985,-254.85,100,-0.132407
83.7506,-255.902,100,-0.15148
80.6097,-256.909,100,-0.17046
77.4768,-257.871,100,-0.189346
74.3527,-258.789,100,-0.208137
71.2384,-259.663,100,-0.226833
68.1347,-260.495,100,-0.245431
65.0426,-261.284,100,-0.263931
61.9628,-262.032,100,-0.282332
58.8963,-262.738,100,-0.300633
55.8439,-263.404,100,-0.318832
52.8063,-264.029,100,-0.336929
49.7844,-264.616,100,-0.354923
46.7789,-265.164,100,-0.372812
43.7907,-265.673,100,-0.390595
40.8204,-266.146,100,-0.408272
37.8689,-266.582,100,-0.425841
34.9367,-266.982,100,-0.443301
32.0247,-267.347,100,-0.460651
29.1335,-267.677,100,-0.47789
26.2637,-267.974,100,-0.495017
23.416,-268.238,100,-0.512031
20.5911,-268.47,100,-0.528931
17.7896,-268.67,100,-0.545715
15.012,-268.839,100,-0.562383
12.259,-268.979,100,-0.578934
9.53112,-269.09,100,-0.595366
6.8289,-269.172,100,-0.611679
4.15288,-269.226,100,-0.627871
1.5036,-269.254,100,-0.643941
-1.11845,-269.256,100,-0.659889
-3.71278,-269.233,100,-0.675712
-6.27891,-269.185,100,-0.691411
-8.8164,-269.114,100,-0.706984
-11.3248,-269.02,100,-0.722429
-13.8037,-268.904,100,-0.737747
-16.2526,-268.767,100,-0.752935
-18.6712,-268.61,100,-0.767993
-21.0591,-268.433,100,-0.78292
-23.4159,-268.238,100,-0.797714
-25.7412,-268.025,100,-0.812375
-28.0348,-267.795,100,-0.826901
-30.2963,-267.548,100,-0.841292
-32.5253,-267.287,100,-0.855545
-34.7217,-267.01,100,-0.869661
-36.885,-266.72,100,-0.883638
-39.0149,-266.417,100,-0.897476
-41.1114,-266.101,100,-0.911172
-43.174,-265.774,100,-0.924726
-45.2025,-265.437,100,-0.938137
-47.1968,-265.09,100,-0.951403
-49.1565,-264.733,100,-0.964525
-51.0815,-264.368,100,-0.9775
-52.9715,-263.996,100,-0.990327
-54.8264,-263.617,100,-1.00301
-56.646,-263.232,100,-1.01554
-58.4301,-262.842,100,-1.02791
-60.1785,-262.447,100,-1.04014
-61.8911,-262.049,100,-1.05222
-63.5677,-261.647,100,-1.06414
-65.2082,-261.243,100,-1.0759
-66.8124,-260.837,100,-1.08751
-68.3802,-260.431,100,-1.09896
-69.9115,-260.024,100,-1.11026
-71.4061,-259.617,100,-1.12139
-72.864,-259.212,100,-1.13237
-74.2849,-258.808,100,-1.14318
-75.6689,-258.407,100,-1.15383
-77.0157,-258.009,100,-1.16432
-78.3253,-257.614,100,-1.17464
-79.5976,-257.224,100,-1.1848
-80.8326,-256.839,100,-1.19479
-82.03,-256.459,100,-1.20461
-83.1897,-256.085,100,-1.21426
-84.3118,-255.718,100,-1.22375
-85.3961,-255.358,100,-1.23306
-86.4426,-255.005,100,-1.2422
-87.451,-254.661,100,-1.25117
-88.4214,-254.326,100,-1.25996
-89.3536,-254,100,-1.26858
-90.2475,-253.684,100,-1.27702
-91.1031,-253.378,100,-1.28528
-91.9203,-253.082,100,-1.29337
-92.6988,-252.798,100,-1.30127
-93.4387,-252.526,100,-1.309
-94.1399,-252.265,100,-1.31654
-94.8021,-252.017,100,-1.3239
-95.4254,-251.782,100,-1.33108
-96.0095,-251.559,100,-1.33807
-96.5544,-251.351,100,-1.34488
-97.0599,-251.156,100,-1.35149
-97.5259,-250.975,100,-1.35792
-97.9523,-250.809,100,-1.36416
-98.3389,-250.658,100,-1.37021
-98.6855,-250.522,100,-1.37607
-98.992,-250.401,100,-1.38174
-99.2582,-250.295,100,-1.38721
-99.4841,-250.206,100,-1.39249
-99.6693,-250.132,100,-1.39757
-99.8136,-250.074,100,-1.40246
-99.917,-250.033,100,-1.40715
-99.9792,-250.008,100,-1.41164
-100,-250,100,-1.41593
-100,-250,100,-1.41593
-99.9959,-250.002,100,-1.42009
-99.9838,-250.006,100,-1.42421
-99.9637,-250.015,100,-1.42829
-99.9355,-250.026,100,-1.43233
-99.8994,-250.04,100,-1.43632
-99.8554,-250.058,100,-1.44026
-99.8036,-250.078,100,-1.44416
-99.7439,-250.102,100,-1.44802
-99.6764,-250.129,100,-1.45184
-99.6012,-250.159,100,-1.45561
-99.5183,-250.192,100,-1.45934
-99.4277,-250.228,100,-1.46303
-99.3296,-250.267,100,-1.46667
-99.2238,-250.309,100,-1.47027
-99.1105,-250.354,100,-1.47383
-98.9897,-250.402,100,-1.47735
-98.8614,-250.452,100,-1.48083
-98.7258,-250.506,100,-1.48426
-98.5827,-250.562,100,-1.48765
-98.4323,-250.621,100,-1.491
-98.2746,-250.683,100,-1.49431
-98.1096,-250.748,100,-1.49758
-97.9373,-250.815,100,-1.50081
-97.7579,-250.885,100,-1.504
-97.5714,-250.958,100,-1.50715
-97.3777,-251.033,100,-1.51026
-97.1769,-251.111,100,-1.51332
-96.9691,-251.191,100,-1.51635
-96.7543,-251.274,100,-1.51934
-96.5325,-251.359,100,-1.52229
-96.3038,-251.447,100,-1.5252
-96.0682,-251.537,100,-1.52807
-95.8257,-251.63,100,-1.5309
-95.5764,-251.724,100,-1.53369
-95.3203,-251.821,100,-1.53644
-95.0574,-251.921,100,-1.53916
-94.7879,-252.022,100,-1.54184
-94.5117,-252.126,100,-1.54448
-94.2288,-252.232,100,-1.54708
-93.9393,-252.34,100,-1.54964
-93.6432,-252.45,100,-1.55217
-93.3406,-252.562,100,-1.55465
-93.0315,-252.676,100,-1.55711
-92.716,-252.792,100,-1.55952
-92.394,-252.91,100,-1.5619
-92.0656,-253.029,100,-1.56424
-91.7309,-253.151,100,-1.56654
-91.3898,-253.274,100,-1.56881
-91.0424,-253.399,100,-1.57104
-90.6888,-253.526,100,-1.57324
-90.329,-253.655,100,-1.5754
-89.963,-253.785,100,-1.57752
-89.5909,-253.916,100,-1.57961
-89.2126,-254.049,100,-1.58167
-88.8283,-254.184,100,-1.58369
-88.4379,-254.32,100,-1.58567
-88.0415,-254.458,100,-1.58762
-87.6392,-254.596,100,-1.58954
-87.2309,-254.737,100,-1.59142
-86.8168,-254.878,100,-1.59326
-86.3967,-255.021,100,-1.59508
-85.9709,-255.165,100,-1.59685
-85.5392,-255.31,100,-1.5986
-85.1019,-255.456,100,-1.60031
-84.6587,-255.603,100,-1.60199
-84.21,-255.751,100,-1.60364
-83.7555,-255.9,100,-1.60525
-83.2955,-256.051,100,-1.60683
-82.8299,-256.202,100,-1.60838
-82.3587,-256.353,100,-1.60989
-81.8821,-256.506,100,-1.61137
-81.4,-256.659,100,-1.61283
-80.9125,-256.814,100,-1.61424
-80.4195,-256.968,100,-1.61563
-79.9213,-257.124,100,-1.61699
-79.4177,-257.28,100,-1.61831
-78.9089,-257.436,100,-1.61961
-78.3948,-257.593,100,-1.62087
-77.8755,-257.751,100,-1.6221
-77.351,-257.909,100,-1.6233
-76.8214,-258.067,100,-1.62447
-76.2868,-258.225,100,-1.62562
-75.7471,-258.384,100,-1.62673
-75.2024,-258.543,100,-1.62781
-74.6527,-258.702,100,-1.62886
-74.098,-258.862,100,-1.62988
-73.5385,-259.021,100,-1.63087
-72.9742,-259.181,100,-1.63184
-72.405,-259.341,100,-1.63277
-71.831,-259.5,100,-1.63368
-71.2523,-259.66,100,-1.63455
-70.6689,-259.819,100,-1.6354
-70.0809,-259.978,100,-1.63622
-69.4882,-260.137,100,-1.63702
-68.891,-260.296,100,-1.63778
-68.2892,-260.455,100,-1.63852
-67.6829,-260.613,100,-1.63923
-67.0722,-260.771,100,-1.63991
-66.4571,-260.928,100,-1.64056
-65.8376,-261.085,100,-1.64119
-65.2137,-261.242,100,-1.64179
-64.5856,-261.398,100,-1.64237
-63.9533,-261.553,100,-1.64291
-63.3167,-261.708,100,-1.64344
-62.676,-261.862,100,-1.64393
-62.0311,-262.016,100,-1.6444
-61.3822,-262.168,100,-1.64484
-60.7292,-262.32,100,-1.64526
-60.0723,-262.472,100,-1.64566
-59.4114,-262.622,100,-1.64602
-58.7466,-262.771,100,-1.64637
-58.0779,-262.92,100,-1.64668
-57.4054,-263.068,100,-1.64698
-56.7292,-263.214,100,-1.64725
-56.0492,-263.36,100,-1.64749
-55.3656,-263.505,100,-1.64771
-54.6783,-263.648,100,-1.64791
-53.9874,-263.79,100,-1.64808
-53.293,-263.932,100,-1.64823
-52.595,-264.072,100,-1.64835
-51.8936,-264.21,100,-1.64846
-51.1888,-264.348,100,-1.64854
-50.4807,-264.484,100,-1.64859
-49.7692,-264.619,100,-1.64863
-49.0544,-264.752,100,-1.64864
-48.3365,-264.884,100,-1.64863
-47.6153,-265.015,100,-1.64859
-46.891,-265.144,100,-1.64854
-46.1637,-265.271,100,-1.64846
-45.4332,-265.397,100,-1.64836
-44.6999,-265.522,100,-1.64824
-43.9635,-265.645,100,-1.6481
-43.2243,-265.766,100,-1.64794
-42.4822,-265.886,100,-1.64775
-41.7374,-266.004,100,-1.64755
-40.9897,-266.12,100,-1.64733
-40.2394,-266.234,100,-1.64708
-39.4865,-266.347,100,-1.64681
-38.7309,-266.458,100,-1.64653
-37.9728,-266.567,100,-1.64622
-37.2122,-266.674,100,-1.6459
-36.4491,-266.78,100,-1.64556
-35.6837,-266.883,100,-1.64519
-34.9159,-266.985,100,-1.64481
-34.1458,-267.084,100,-1.64441
-33.3734,-267.182,100,-1.64399
-32.5988,-267.278,100,-1.64355
-31.8221,-267.371,100,-1.64309
-31.0433,-267.463,100,-1.64261
-30.2624,-267.552,100,-1.64212
-29.4796,-267.64,100,-1.64161
-28.6948,-267.725,100,-1.64108
-27.9081,-267.808,100,-1.64053
-27.1196,-267.889,100,-1.63997
-26.3292,-267.968,100,-1.63939
-25.5372,-268.044,100,-1.63879
-24.7434,-268.119,100,-1.63818
-23.9481,-268.191,100,-1.63754
-23.1511,-268.261,100,-1.6369
-22.3526,-268.329,100,-1.63623
-21.5526,-268.394,100,-1.63555
-20.7513,-268.457,100,-1.63485
-19.9485,-268.518,100,-1.63414
-19.1444,-268.577,100,-1.63341
-18.3391,-268.633,100,-1.63267
-17.5325,-268.687,100,-1.63191
-16.7248,-268.738,100,-1.63114
-15.916,-268.787,100,-1.63035
-15.1061,-268.834,100,-1.62955
-14.2952,-268.879,100,-1.62873
-13.4834,-268.92,100,-1.6279
-12.6707,-268.96,100,-1.62705
-11.8572,-268.997,100,-1.6262
-11.0429,-269.032,100,-1.62532
-10.2278,-269.064,100,-1.62444
-9.41207,-269.094,100,-1.62353
-8.59571,-269.121,100,-1.62262
-7.77879,-269.146,100,-1.62169
-6.96135,-269.168,100,-1.62076
-6.14345,-269.188,100,-1.6198
-5.32515,-269.206,100,-1.61884
-4.50649,-269.221,100,-1.61786
-3.68753,-269.233,100,-1.61687
-2.86833,-269.243,100,-1.61587
-2.04894,-269.25,100,-1.61486
-1.22942,-269.255,100,-1.61383
-0.409813,-269.258,100,-1.6128
0.409821,-269.258,100,-1.61175
1.22943,-269.255,100,-1.61069
2.04895,-269.25,100,-1.60962
2.86834,-269.243,100,-1.60854
3.68754,-269.233,100,-1.60745
4.5065,-269.221,100,-1.60635
5.32516,-269.206,100,-1.60524
6.14346,-269.188,100,-1.60412
6.96136,-269.168,100,-1.60299
7.7788,-269.146,100,-1.60185
8.59572,-269.121,100,-1.6007
9.41208,-269.094,100,-1.59954
10.2278,-269.064,100,-1.59837
11.0429,-269.032,100,-1.59719
11.8572,-268.997,100,-1.59601
12.6707,-268.96,100,-1.59481
13.4834,-268.92,100,-1.59361
14.2953,-268.879,100,-1.5924
15.1061,-268.834,100,-1.59118
15.916,-268.787,100,-1.58995
16.7248,-268.738,100,-1.58872
17.5325,-268.687,100,-1.58748
18.3391,-268.633,100,-1.58623
19.1444,-268.577,100,-1.58497
19.9485,-268.518,100,-1.58371
20.7513,-268.457,100,-1.58243
21.5527,-268.394,100,-1.58116
22.3526,-268.329,100,-1.57987
23.1511,-268.261,100,-1.57858
23.9481,-268.191,100,-1.57729
24.7434,-268.119,100,-1.57599
25.5372,-268.044,100,-1.57468
26.3293,-267.968,100,-1.57337
27.1196,-267.889,100,-1.57205
27.9081,-267.808,100,-1.57072
28.6948,-267.725,100,-1.56939
29.4796,-267.64,100,-1.56806
30.2625,-267.552,100,-1.56672
31.0433,-267.463,100,-1.56538
31.8221,-267.371,100,-1.56403
32.5988,-267.278,100,-1.56268
33.3734,-267.182,100,-1.56133
34.1458,-267.084,100,-1.55997
34.9159,-266.985,100,-1.55861
35.6837,-266.883,100,-1.55724
36.4492,-266.78,100,-1.55587
37.2122,-266.674,100,-1.5545
37.9728,-266.567,100,-1.55313
38.7309,-266.458,100,-1.55175
39.4865,-266.347,100,-1.55037
40.2394,-266.234,100,-1.54899
40.9898,-266.12,100,-1.5476
41.7374,-266.004,100,-1.54621
42.4822,-265.886,100,-1.54483
43.2243,-265.766,100,-1.54344
43.9635,-265.645,100,-1.54205
44.6999,-265.522,100,-1.54065
45.4333,-265.397,100,-1.53926
46.1637,-265.271,100,-1.53786
46.891,-265.144,100,-1.53647
47.6153,-265.015,100,-1.53507
48.3365,-264.884,100,-1.53368
49.0544,-264.752,100,-1.53228
49.7692,-264.619,100,-1.53089
50.4807,-264.484,100,-1.52949
51.1888,-264.348,100,-1.52809
51.8936,-264.21,100,-1.5267
52.595,-264.072,100,-1.5253
53.293,-263.932,100,-1.52391
53.9874,-263.79,100,-1.52252
54.6783,-263.648,100,-1.52113
55.3656,-263.505,100,-1.51974
56.0492,-263.36,100,-1.51835
56.7292,-263.214,100,-1.51696
57.4054,-263.068,100,-1.51558
58.0779,-262.92,100,-1.5142
58.7466,-262.771,100,-1.51282
59.4114,-262.622,100,-1.51144
60.0723,-262.472,100,-1.51006
60.7292,-262.32,100,-1.50869
61.3822,-262.168,100,-1.50732
62.0311,-262.016,100,-1.50596
62.676,-261.862,100,-1.50459
63.3167,-261.708,100,-1.50324
63.9533,-261.553,100,-1.50188
64.5856,-261.398,100,-1.50053
65.2138,-261.242,100,-1.49918
65.8376,-261.085,100,-1.49784
66.4571,-260.928,100,-1.4965
67.0722,-260.771,100,-1.49517
67.6829,-260.613,100,-1.49384
68.2892,-260.455,100,-1.49252
68.891,-260.296,100,-1.4912
69.4882,-260.137,100,-1.48989
70.0809,-259.978,100,-1.48858
70.6689,-259.819,100,-1.48728
71.2523,-259.66,100,-1.48598
71.831,-259.5,100,-1.48469
72.405,-259.341,100,-1.48341
72.9742,-259.181,100,-1.48213
73.5385,-259.021,100,-1.48086
74.0981,-258.862,100,-1.47959
74.6527,-258.702,100,-1.47834
75.2024,-258.543,100,-1.47709
75.7471,-258.384,100,-1.47585
76.2868,-258.225,100,-1.47461
76.8214,-258.067,100,-1.47338
77.351,-257.909,100,-1.47216
77.8755,-257.751,100,-1.47095
78.3948,-257.593,100,-1.46975
78.9089,-257.436,100,-1.46856
79.4177,-257.28,100,-1.46737
79.9213,-257.124,100,-1.46619
80.4195,-256.968,100,-1.46502
80.9125,-256.814,100,-1.46386
81.4,-256.659,100,-1.46271
81.8821,-256.506,100,-1.46157
82.3587,-256.353,100,-1.46044
82.8299,-256.202,100,-1.45932
83.2955,-256.051,100,-1.45821
83.7555,-255.9,100,-1.45711
84.21,-255.751,100,-1.45602
84.6588,-255.603,100,-1.45494
85.1019,-255.456,100,-1.45387
85.5393,-255.31,100,-1.45281
85.9709,-255.165,100,-1.45177
86.3967,-255.021,100,-1.45073
86.8168,-254.878,100,-1.4497
87.2309,-254.737,100,-1.44869
87.6392,-254.596,100,-1.44769
88.0415,-254.458,100,-1.4467
88.4379,-254.32,100,-1.44572
88.8283,-254.184,100,-1.44476
89.2126,-254.049,100,-1.44381
89.5909,-253.916,100,-1.44287
89.963,-253.785,100,-1.44194
90.329,-253.655,100,-1.44103
90.6889,-253.526,100,-1.44013
91.0424,-253.399,100,-1.43924
91.3898,-253.274,100,-1.43837
91.7309,-253.151,100,-1.43751
92.0656,-253.029,100,-1.43666
92.394,-252.91,100,-1.43583
92.716,-252.792,100,-1.43501
93.0315,-252.676,100,-1.43421
93.3406,-252.562,100,-1.43342
93.6432,-252.45,100,-1.43265
93.9393,-252.34,100,-1.43189
94.2288,-252.232,100,-1.43115
94.5117,-252.126,100,-1.43042
94.7879,-252.022,100,-1.42971
95.0575,-251.921,100,-1.42901
95.3203,-251.821,100,-1.42833
95.5764,-251.724,100,-1.42767
95.8257,-251.63,100,-1.42702
96.0682,-251.537,100,-1.42639
96.3038,-251.447,100,-1.42577
96.5325,-251.359,100,-1.42518
96.7543,-251.274,100,-1.42459
96.9691,-251.191,100,-1.42403
97.1769,-251.111,100,-1.42348
97.3777,-251.033,100,-1.42295
97.5714,-250.958,100,-1.42244
97.7579,-250.885,100,-1.42195
97.9374,-250.815,100,-1.42147
98.1096,-250.748,100,-1.42102
98.2746,-250.683,100,-1.42058
98.4323,-250.621,100,-1.42016
98.5827,-250.562,100,-1.41975
98.7258,-250.506,100,-1.41937
98.8615,-250.452,100,-1.41901
98.9897,-250.402,100,-1.41866
99.1105,-250.354,100,-1.41834
99.2238,-250.309,100,-1.41803
99.3296,-250.267,100,-1.41775
99.4277,-250.228,100,-1.41748
99.5183,-250.192,100,-1.41724
99.6012,-250.159,100,-1.41701
99.6764,-250.129,100,-1.41681
99.7439,-250.102,100,-1.41663
99.8036,-250.078,100,-1.41646
99.8554,-250.058,100,-1.41632
99.8994,-250.04,100,-1.4162
99.9355,-250.026,100,-1.4161
99.9637,-250.015,100,-1.41603
99.9838,-250.006,100,-1.41597
99.9959,-250.002,100,-1.41594
100,-250,100,-1.41593
